datetime,name,country,latitude,longitude,temp_c,wind_mph,humidity,precip_mm,condition
2024-04-12T14:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,32.9,13.9,51.0,0.0,Partly cloudy
2024-04-12T15:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,32.8,14.5,51.0,0.0,Partly cloudy
2024-04-12T16:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,30.9,14.5,58.0,0.81,Patchy rain possible
2024-04-12T17:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,29.0,11.6,66.0,0.0,Sunny
2024-04-12T18:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,27.6,14.8,73.0,0.0,Sunny
2024-04-12T19:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,26.6,10.5,78.0,0.0,Partly cloudy
2024-04-12T20:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,26.2,11.0,80.0,0.0,Clear
2024-04-12T21:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.8,12.1,83.0,0.0,Clear
2024-04-12T22:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.3,11.4,85.0,0.0,Partly cloudy
2024-04-12T23:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.1,10.7,86.0,0.0,Clear
2024-04-13T00:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.7,10.5,90.0,0.0,Partly cloudy
2024-04-13T01:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.4,10.7,91.0,0.0,Partly cloudy
2024-04-13T02:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.2,10.1,93.0,0.0,Partly cloudy
2024-04-13T03:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,23.9,9.2,94.0,0.0,Cloudy
2024-04-13T04:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,23.9,8.9,94.0,0.0,Cloudy
2024-04-13T05:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.1,8.7,94.0,0.01,Patchy rain possible
2024-04-13T06:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.3,8.1,92.0,0.02,Patchy rain possible
2024-07-02T04:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.3,0.9,76.0,0.0,Cloudy
2024-07-02T05:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.1,2.2,76.0,0.0,Partly cloudy
2024-07-02T06:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.2,2.9,77.0,0.0,Partly cloudy
2024-07-02T07:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.7,3.1,75.0,0.0,Cloudy
2024-07-02T08:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,29.2,2.5,73.0,0.0,Cloudy
2024-07-02T09:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,30.0,1.6,69.0,0.0,Partly cloudy
2024-07-02T10:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,30.9,1.6,65.0,0.0,Partly cloudy
2024-07-02T11:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,31.7,1.1,61.0,0.0,Partly cloudy
2024-07-02T12:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,32.4,0.4,57.0,0.0,Partly cloudy
2024-07-02T13:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,33.6,0.7,53.0,0.0,Partly cloudy
2024-07-02T14:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,34.2,2.7,50.0,0.0,Cloudy
2024-07-02T15:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,32.8,3.8,57.0,0.02,Patchy rain possible
2024-07-02T16:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,31.6,4.7,64.0,0.05,Patchy rain possible
2024-07-02T17:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,31.5,4.5,65.0,0.23,Patchy light drizzle
2024-07-02T18:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,29.8,5.4,73.0,0.77,Patchy rain possible
2024-07-02T19:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.9,5.6,77.0,0.18,Patchy rain possible
2024-07-02T20:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.6,4.0,79.0,0.36,Patchy rain possible
2024-02-05T13:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.8,10.7,68.0,0.01,Patchy rain possible
2024-02-05T14:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,26.5,11.9,65.0,0.02,Patchy rain possible
