datetime,name,country,latitude,longitude,temp_c,wind_mph,humidity,precip_mm,condition
2024-10-14T16:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,30.2,7.8,61.0,0.0,Cloudy
2024-10-14T17:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,29.4,6.7,65.0,0.01,Patchy rain possible
2024-10-14T18:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.5,7.6,67.0,0.0,Partly cloudy
2024-10-14T19:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,27.5,9.4,72.0,0.0,Partly cloudy
2024-10-14T20:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,26.6,8.7,77.0,0.0,Partly cloudy
2024-10-14T21:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,26.2,7.8,81.0,0.0,Partly cloudy
2024-10-14T22:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.8,6.7,83.0,0.01,Patchy rain possible
2024-10-14T23:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.5,5.6,86.0,0.09,Patchy rain possible
2024-10-15T00:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.4,4.5,86.0,0.07,Patchy rain possible
2024-10-15T01:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.5,4.0,86.0,0.01,Patchy rain possible
2024-10-15T02:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.4,3.6,86.0,0.0,Partly cloudy
2024-10-15T03:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.0,3.4,88.0,0.01,Patchy rain possible
2024-10-15T04:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.8,3.1,89.0,0.04,Patchy rain possible
2024-10-15T05:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.6,3.1,90.0,0.03,Patchy rain possible
2024-10-15T06:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.5,2.5,90.0,0.04,Patchy rain possible
2024-10-15T07:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.7,2.9,83.0,0.08,Patchy rain possible
2024-10-15T08:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,27.4,4.7,75.0,0.19,Patchy rain possible
2024-10-15T09:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.8,6.0,67.0,0.05,Patchy rain possible
2024-10-15T10:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,30.2,6.5,61.0,0.49,Light rain shower
2024-10-15T11:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,31.3,6.3,56.0,0.47,Light rain shower
2024-10-15T12:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,31.7,6.3,54.0,0.14,Patchy rain possible
2024-10-15T13:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,31.5,6.7,55.0,0.08,Patchy rain possible
2024-10-15T14:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,31.0,7.8,57.0,0.73,Light drizzle
2024-10-15T15:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,30.8,8.7,59.0,0.48,Light rain shower
2024-10-15T16:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,30.5,8.7,60.0,0.3,Light rain shower
2024-10-15T17:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,29.5,10.1,64.0,0.0,Cloudy
2024-10-15T18:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,28.0,9.8,71.0,0.03,Patchy rain possible
2024-10-15T19:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,27.1,9.4,76.0,0.0,Partly cloudy
2024-10-15T20:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,26.6,8.5,79.0,0.01,Patchy rain possible
2024-10-15T21:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,26.2,7.2,81.0,0.1,Patchy rain possible
2024-10-15T22:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.9,5.4,84.0,0.19,Light rain shower
2024-10-15T23:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.8,4.9,85.0,0.62,Patchy rain possible
2024-10-16T00:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.4,2.0,80.0,0.0,Cloudy
2024-10-16T01:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.3,0.2,81.0,0.0,Partly cloudy
2024-10-16T02:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,25.0,1.6,82.0,0.0,Partly cloudy
2024-10-16T03:00:00.000+07:00,Hanoi,Vietnam,21.0333,105.85,24.8,2.7,83.0,0.03,Patchy rain possible
